revenue_id,customer_id,subscription_id,payment_date,amount
113,12,12,2025-11-01,499
114,12,12,2025-12-01,499
115,12,12,2026-01-01,499
116,12,12,2026-02-01,499
117,12,12,2026-03-01,499
118,12,12,2026-04-01,499
119,12,12,2026-05-01,499
120,12,12,2026-06-01,499
121,13,13,2025-04-01,999
122,13,13,2025-05-01,999
123,13,13,2025-06-01,999
124,13,13,2025-07-01,999
125,13,13,2025-08-01,999
126,13,13,2025-09-01,999
127,13,13,2025-10-01,999
128,13,13,2025-11-01,999
129,13,13,2025-12-01,999
130,13,13,2026-01-01,999
131,13,13,2026-02-01,999
132,13,13,2026-03-01,999
133,13,13,2026-04-01,999
134,13,13,2026-05-01,999
135,13,13,2026-06-01,999
136,14,14,2024-10-01,999
137,14,14,2024-11-01,999
138,14,14,2024-12-01,999
139,14,14,2025-01-01,999
140,14,14,2025-02-01,999
141,14,14,2025-03-01,999
142,14,14,2025-04-01,999
143,14,14,2025-05-01,999
144,14,14,2025-06-01,999
145,14,14,2025-07-01,999
146,14,14,2025-08-01,999
147,14,14,2025-09-01,999
148,16,15,2025-07-01,2999
149,16,15,2025-08-01,2999
150,16,15,2025-09-01,2999
151,16,15,2025-10-01,2999
152,16,15,2025-11-01,2999
153,16,15,2025-12-01,2999
154,16,15,2026-01-01,2999
155,16,15,2026-02-01,2999
156,16,15,2026-03-01,2999
157,16,15,2026-04-01,2999
158,16,15,2026-05-01,2999
159,16,15,2026-06-01,2999
160,18,16,2025-09-01,999
161,18,16,2025-10-01,999
162,18,16,2025-11-01,999
163,18,16,2025-12-01,999
164,18,16,2026-01-01,999
165,18,16,2026-02-01,999
166,18,16,2026-03-01,999
167,18,16,2026-04-01,999
168,18,16,2026-05-01,999
169,18,16,2026-06-01,999
170,19,17,2024-08-01,2999
171,19,17,2024-09-01,2999
172,19,17,2024-10-01,2999
173,19,17,2024-11-01,2999
174,19,17,2024-12-01,2999
175,19,17,2025-01-01,2999
176,19,17,2025-02-01,2999
177,19,17,2025-03-01,2999
178,19,17,2025-04-01,2999
179,19,17,2025-05-01,2999
180,19,17,2025-06-01,2999
181,19,17,2025-07-01,2999
182,19,17,2025-08-01,2999
183,19,17,2025-09-01,2999
184,19,17,2025-10-01,2999
185,19,17,2025-11-01,2999
186,19,17,2025-12-01,2999
187,19,17,2026-01-01,2999
188,19,17,2026-02-01,2999
189,19,17,2026-03-01,2999
190,19,17,2026-04-01,2999
191,19,17,2026-05-01,2999
192,19,17,2026-06-01,2999
193,20,18,2026-01-01,2999
194,20,18,2026-02-01,2999
195,20,18,2026-03-01,2999
196,20,18,2026-04-01,2999
197,20,18,2026-05-01,2999
198,20,18,2026-06-01,2999
199,21,19,2024-11-01,2999
200,21,19,2024-12-01,2999
201,21,19,2025-01-01,2999
202,21,19,2025-02-01,2999
203,21,19,2025-03-01,2999
204,21,19,2025-04-01,2999
205,21,19,2025-05-01,2999
206,21,19,2025-06-01,2999
207,21,19,2025-07-01,2999
208,21,19,2025-08-01,2999
209,21,19,2025-09-01,2999
210,21,19,2025-10-01,2999
211,21,19,2025-11-01,2999
212,21,19,2025-12-01,2999
213,21,19,2026-01-01,2999
214,21,19,2026-02-01,2999
215,21,19,2026-03-01,2999
216,21,19,2026-04-01,2999
217,21,19,2026-05-01,2999
218,21,19,2026-06-01,2999
219,22,20,2026-05-01,499
220,22,20,2026-06-01,499
221,23,21,2024-10-01,499
222,23,21,2024-11-01,499
223,23,21,2024-12-01,499
224,23,21,2025-01-01,499
225,23,21,2025-02-01,499
226,23,21,2025-03-01,499
227,23,21,2025-04-01,499
228,23,21,2025-05-01,499
229,23,21,2025-06-01,499
230,23,21,2025-07-01,499
231,23,21,2025-08-01,499
232,23,21,2025-09-01,499
233,23,21,2025-10-01,499
234,23,21,2025-11-01,499
235,23,21,2025-12-01,499
236,23,21,2026-01-01,499
237,23,21,2026-02-01,499
238,23,21,2026-03-01,499
239,23,21,2026-04-01,499
240,23,21,2026-05-01,499
241,23,21,2026-06-01,499
242,24,22,2026-03-01,499
243,24,22,2026-04-01,499
244,24,22,2026-05-01,499
245,24,22,2026-06-01,499
246,25,23,2024-09-01,999
247,25,23,2024-10-01,999
248,25,23,2024-11-01,999
249,25,23,2024-12-01,999
250,25,23,2025-01-01,999
251,25,23,2025-02-01,999
252,25,23,2025-03-01,999
253,25,23,2025-04-01,999
254,25,23,2025-05-01,999
255,25,23,2025-06-01,999
256,25,23,2025-07-01,999
257,25,23,2025-08-01,999
258,25,23,2025-09-01,999
259,25,23,2025-10-01,999
260,25,23,2025-11-01,999
261,25,23,2025-12-01,999
262,25,23,2026-01-01,999
263,25,23,2026-02-01,999
264,25,23,2026-03-01,999
265,25,23,2026-04-01,999
266,25,23,2026-05-01,999
267,25,23,2026-06-01,999
268,26,24,2025-07-01,999
269,26,24,2025-08-01,999
270,26,24,2025-09-01,999
271,26,24,2025-10-01,999
272,26,24,2025-11-01,999
273,26,24,2025-12-01,999
274,26,24,2026-01-01,999
275,26,24,2026-02-01,999
276,26,24,2026-03-01,999
277,26,24,2026-04-01,999
278,26,24,2026-05-01,999
279,26,24,2026-06-01,999
280,27,25,2025-09-01,999
281,27,25,2025-10-01,999
282,27,25,2025-11-01,999
283,27,25,2025-12-01,999
284,27,25,2026-01-01,999
285,27,25,2026-02-01,999
286,27,25,2026-03-01,999
287,27,25,2026-04-01,999
288,27,25,2026-05-01,999
289,27,25,2026-06-01,999
290,28,26,2025-05-01,499
291,28,26,2025-06-01,499
292,28,26,2025-07-01,499
293,28,26,2025-08-01,499
294,28,26,2025-09-01,499
295,28,26,2025-10-01,499
296,28,26,2025-11-01,499
297,28,26,2025-12-01,499
298,28,26,2026-01-01,499
299,28,26,2026-02-01,499
300,28,26,2026-03-01,499
301,28,26,2026-04-01,499
302,28,26,2026-05-01,499
303,28,26,2026-06-01,499
304,29,27,2025-03-01,999
305,29,27,2025-04-01,999
306,29,27,2025-05-01,999
307,29,27,2025-06-01,999
308,29,27,2025-07-01,999
309,29,27,2025-08-01,999
310,29,27,2025-09-01,999
311,29,27,2025-10-01,999
312,29,27,2025-11-01,999
313,29,27,2025-12-01,999
314,29,27,2026-01-01,999
315,29,27,2026-02-01,999
316,29,27,2026-03-01,999
317,29,27,2026-04-01,999
318,29,27,2026-05-01,999
319,29,27,2026-06-01,999
320,30,28,2024-09-01,2999
321,30,28,2024-10-01,2999
322,30,28,2024-11-01,2999
323,30,28,2024-12-01,2999
324,30,28,2025-01-01,2999
325,30,28,2025-02-01,2999
326,30,28,2025-03-01,2999
327,30,28,2025-04-01,2999
328,30,28,2025-05-01,2999
329,30,28,2025-06-01,2999
330,30,28,2025-07-01,2999
331,30,28,2025-08-01,2999
332,30,28,2025-09-01,2999
333,30,28,2025-10-01,2999
334,30,28,2025-11-01,2999
335,30,28,2025-12-01,2999
336,30,28,2026-01-01,2999
337,30,28,2026-02-01,2999
338,30,28,2026-03-01,2999
339,30,28,2026-04-01,2999
340,30,28,2026-05-01,2999
341,30,28,2026-06-01,2999
342,31,29,2026-02-01,999
343,31,29,2026-03-01,999
344,31,29,2026-04-01,999
345,31,29,2026-05-01,999
346,31,29,2026-06-01,999
347,32,30,2025-01-01,2999
348,32,30,2025-02-01,2999
349,32,30,2025-03-01,2999
350,32,30,2025-04-01,2999
351,32,30,2025-05-01,2999
352,32,30,2025-06-01,2999
353,32,30,2025-07-01,2999
354,32,30,2025-08-01,2999
355,32,30,2025-09-01,2999
356,32,30,2025-10-01,2999
357,32,30,2025-11-01,2999
358,32,30,2025-12-01,2999
359,32,30,2026-01-01,2999
360,32,30,2026-02-01,2999
361,32,30,2026-03-01,2999
362,32,30,2026-04-01,2999
363,32,30,2026-05-01,2999
364,32,30,2026-06-01,2999
365,33,31,2024-07-01,2999
366,33,31,2024-08-01,2999
367,33,31,2024-09-01,2999
368,34,32,2026-04-01,2999
369,34,32,2026-05-01,2999
370,34,32,2026-06-01,2999
371,35,33,2026-01-01,2999
372,35,33,2026-02-01,2999
373,35,33,2026-03-01,2999
374,35,33,2026-04-01,2999
375,35,33,2026-05-01,2999
376,35,33,2026-06-01,2999
377,36,34,2025-09-01,499
378,36,34,2025-10-01,499
379,36,34,2025-11-01,499
380,36,34,2025-12-01,499
381,36,34,2026-01-01,499
382,36,34,2026-02-01,499
383,36,34,2026-03-01,499
384,36,34,2026-04-01,499
385,36,34,2026-05-01,499
386,36,34,2026-06-01,499
387,37,35,2025-06-01,499
388,37,35,2025-07-01,499
389,37,35,2025-08-01,499
390,37,35,2025-09-01,499
391,37,35,2025-10-01,499
392,37,35,2025-11-01,499
393,37,35,2025-12-01,499
394,37,35,2026-01-01,499
395,38,36,2024-12-01,2999
396,38,36,2025-01-01,2999
397,38,36,2025-02-01,2999
398,38,36,2025-03-01,2999
399,38,36,2025-04-01,2999
400,38,36,2025-05-01,2999
401,38,36,2025-06-01,2999
402,38,36,2025-07-01,2999
403,38,36,2025-08-01,2999
404,38,36,2025-09-01,2999
405,38,36,2025-10-01,2999
406,38,36,2025-11-01,2999
407,38,36,2025-12-01,2999
408,38,36,2026-01-01,2999
409,38,36,2026-02-01,2999
410,38,36,2026-03-01,2999
411,38,36,2026-04-01,2999
412,38,36,2026-05-01,2999
413,38,36,2026-06-01,2999
414,39,37,2026-04-01,999
415,39,37,2026-05-01,999
416,39,37,2026-06-01,999
417,40,38,2025-10-01,2999
418,40,38,2025-11-01,2999
419,40,38,2025-12-01,2999
420,40,38,2026-01-01,2999
421,40,38,2026-02-01,2999
422,41,39,2025-10-01,999
423,41,39,2025-11-01,999
424,41,39,2025-12-01,999
425,41,39,2026-01-01,999
426,41,39,2026-02-01,999
427,41,39,2026-03-01,999
428,41,39,2026-04-01,999
429,41,39,2026-05-01,999
430,41,39,2026-06-01,999
431,43,41,2025-06-01,999
432,43,41,2025-07-01,999
433,43,41,2025-08-01,999
434,43,41,2025-09-01,999
435,43,41,2025-10-01,999
436,43,41,2025-11-01,999
437,43,41,2025-12-01,999
438,43,41,2026-01-01,999
439,43,41,2026-02-01,999
440,44,42,2025-09-01,999
441,44,42,2025-10-01,999
442,44,42,2025-11-01,999
443,44,42,2025-12-01,999
444,44,42,2026-01-01,999
445,44,42,2026-02-01,999
446,44,42,2026-03-01,999
447,44,42,2026-04-01,999
448,44,42,2026-05-01,999
449,44,42,2026-06-01,999
450,45,43,2025-01-01,2999
451,45,43,2025-02-01,2999
452,45,43,2025-03-01,2999
453,45,43,2025-04-01,2999
454,45,43,2025-05-01,2999
455,45,43,2025-06-01,2999
456,45,43,2025-07-01,2999
457,45,43,2025-08-01,2999
458,45,43,2025-09-01,2999
459,45,43,2025-10-01,2999
460,45,43,2025-11-01,2999
461,45,43,2025-12-01,2999
462,45,43,2026-01-01,2999
463,45,43,2026-02-01,2999
464,45,43,2026-03-01,2999
465,45,43,2026-04-01,2999
466,45,43,2026-05-01,2999
467,45,43,2026-06-01,2999
468,46,44,2025-01-01,999
469,46,44,2025-02-01,999
470,46,44,2025-03-01,999
471,46,44,2025-04-01,999
472,46,44,2025-05-01,999
473,46,44,2025-06-01,999
474,46,44,2025-07-01,999
475,46,44,2025-08-01,999
476,46,44,2025-09-01,999
477,46,44,2025-10-01,999
478,46,44,2025-11-01,999
479,46,44,2025-12-01,999
480,46,44,2026-01-01,999
481,46,44,2026-02-01,999
482,46,44,2026-03-01,999
483,46,44,2026-04-01,999
484,46,44,2026-05-01,999
485,46,44,2026-06-01,999
486,47,45,2026-02-01,2999
487,47,45,2026-03-01,2999
488,47,45,2026-04-01,2999
489,47,45,2026-05-01,2999
490,47,45,2026-06-01,2999
491,48,46,2024-08-01,999
492,48,46,2024-09-01,999
493,48,46,2024-10-01,999
494,48,46,2024-11-01,999
495,48,46,2024-12-01,999
496,48,46,2025-01-01,999
497,48,46,2025-02-01,999
498,48,46,2025-03-01,999
499,48,46,2025-04-01,999
500,48,46,2025-05-01,999
501,48,46,2025-06-01,999
502,48,46,2025-07-01,999
503,48,46,2025-08-01,999
504,48,46,2025-09-01,999
505,48,46,2025-10-01,999
506,48,46,2025-11-01,999
507,48,46,2025-12-01,999
508,48,46,2026-01-01,999
509,48,46,2026-02-01,999
510,48,46,2026-03-01,999
511,48,46,2026-04-01,999
512,48,46,2026-05-01,999
513,48,46,2026-06-01,999
514,49,47,2025-03-01,2999
515,49,47,2025-04-01,2999
516,49,47,2025-05-01,2999
517,49,47,2025-06-01,2999
518,49,47,2025-07-01,2999
519,49,47,2025-08-01,2999
520,49,47,2025-09-01,2999
521,49,47,2025-10-01,2999
522,49,47,2025-11-01,2999
523,49,47,2025-12-01,2999
524,49,47,2026-01-01,2999
525,49,47,2026-02-01,2999
526,49,47,2026-03-01,2999
527,49,47,2026-04-01,2999
528,49,47,2026-05-01,2999
529,49,47,2026-06-01,2999
530,50,48,2025-10-01,499
531,50,48,2025-11-01,499
532,50,48,2025-12-01,499
533,50,48,2026-01-01,499
534,50,48,2026-02-01,499
535,50,48,2026-03-01,499
536,50,48,2026-04-01,499
537,50,48,2026-05-01,499
538,50,48,2026-06-01,499
539,51,49,2025-04-01,499
540,51,49,2025-05-01,499
541,51,49,2025-06-01,499
542,51,49,2025-07-01,499
543,51,49,2025-08-01,499
544,51,49,2025-09-01,499
545,51,49,2025-10-01,499
546,51,49,2025-11-01,499
547,51,49,2025-12-01,499
548,51,49,2026-01-01,499
549,51,49,2026-02-01,499
550,51,49,2026-03-01,499
551,51,49,2026-04-01,499
552,51,49,2026-05-01,499
553,51,49,2026-06-01,499
554,52,50,2024-11-01,499
555,52,50,2024-12-01,499
556,52,50,2025-01-01,499
557,52,50,2025-02-01,499
558,52,50,2025-03-01,499
559,52,50,2025-04-01,499
560,52,50,2025-05-01,499
561,52,50,2025-06-01,499
562,52,50,2025-07-01,499
563,52,50,2025-08-01,499
564,52,50,2025-09-01,499
565,52,50,2025-10-01,499
566,52,50,2025-11-01,499
567,52,50,2025-12-01,499
568,52,50,2026-01-01,499
569,52,50,2026-02-01,499
570,52,50,2026-03-01,499
571,52,50,2026-04-01,499
572,52,50,2026-05-01,499
573,52,50,2026-06-01,499
574,53,51,2026-04-01,2999
575,53,51,2026-05-01,2999
576,53,51,2026-06-01,2999
577,54,52,2026-06-01,499
578,55,53,2026-06-01,2999
579,56,54,2024-08-01,499
580,56,54,2024-09-01,499
581,56,54,2024-10-01,499
582,56,54,2024-11-01,499
583,56,54,2024-12-01,499
584,56,54,2025-01-01,499
585,56,54,2025-02-01,499
586,56,54,2025-03-01,499
587,56,54,2025-04-01,499
588,56,54,2025-05-01,499
589,56,54,2025-06-01,499
590,56,54,2025-07-01,499
591,56,54,2025-08-01,499
592,56,54,2025-09-01,499
593,56,54,2025-10-01,499
594,56,54,2025-11-01,499
595,56,54,2025-12-01,499
596,56,54,2026-01-01,499
597,56,54,2026-02-01,499
598,56,54,2026-03-01,499
599,56,54,2026-04-01,499
600,56,54,2026-05-01,499
601,56,54,2026-06-01,499
602,57,55,2026-02-01,2999
603,57,55,2026-03-01,2999
604,57,55,2026-04-01,2999
605,57,55,2026-05-01,2999
606,57,55,2026-06-01,2999
607,58,56,2024-09-01,2999
608,58,56,2024-10-01,2999
609,58,56,2024-11-01,2999
610,58,56,2024-12-01,2999
611,58,56,2025-01-01,2999
612,58,56,2025-02-01,2999
613,58,56,2025-03-01,2999
614,58,56,2025-04-01,2999
615,58,56,2025-05-01,2999
616,58,56,2025-06-01,2999
617,58,56,2025-07-01,2999
618,58,56,2025-08-01,2999
619,58,56,2025-09-01,2999
620,58,56,2025-10-01,2999
621,58,56,2025-11-01,2999
622,58,56,2025-12-01,2999
623,58,56,2026-01-01,2999
624,58,56,2026-02-01,2999
625,58,56,2026-03-01,2999
626,58,56,2026-04-01,2999
627,58,56,2026-05-01,2999
628,58,56,2026-06-01,2999
629,59,57,2026-01-01,499
630,59,57,2026-02-01,499
631,59,57,2026-03-01,499
632,59,57,2026-04-01,499
633,59,57,2026-05-01,499
634,59,57,2026-06-01,499
635,60,58,2025-05-01,499
636,60,58,2025-06-01,499
637,60,58,2025-07-01,499
638,60,58,2025-08-01,499
639,60,58,2025-09-01,499
640,60,58,2025-10-01,499
641,60,58,2025-11-01,499
642,60,58,2025-12-01,499
643,60,58,2026-01-01,499
644,60,58,2026-02-01,499
645,60,58,2026-03-01,499
646,61,59,2025-04-01,999
647,61,59,2025-05-01,999
648,61,59,2025-06-01,999
649,61,59,2025-07-01,999
650,61,59,2025-08-01,999
651,61,59,2025-09-01,999
652,61,59,2025-10-01,999
653,61,59,2025-11-01,999
654,61,59,2025-12-01,999
655,61,59,2026-01-01,999
656,61,59,2026-02-01,999
657,61,59,2026-03-01,999
658,61,59,2026-04-01,999
659,61,59,2026-05-01,999
660,61,59,2026-06-01,999
661,62,60,2025-02-01,2999
662,62,60,2025-03-01,2999
663,62,60,2025-04-01,2999
664,62,60,2025-05-01,2999
665,62,60,2025-06-01,2999
666,62,60,2025-07-01,2999
667,62,60,2025-08-01,2999
668,62,60,2025-09-01,2999
669,62,60,2025-10-01,2999
670,62,60,2025-11-01,2999
671,62,60,2025-12-01,2999
672,62,60,2026-01-01,2999
673,62,60,2026-02-01,2999
674,62,60,2026-03-01,2999
675,62,60,2026-04-01,2999
676,62,60,2026-05-01,2999
677,62,60,2026-06-01,2999
678,63,61,2025-10-01,2999
679,63,61,2025-11-01,2999
680,63,61,2025-12-01,2999
681,63,61,2026-01-01,2999
682,63,61,2026-02-01,2999
683,63,61,2026-03-01,2999
684,63,61,2026-04-01,2999
685,63,61,2026-05-01,2999
686,63,61,2026-06-01,2999
687,64,62,2025-05-01,2999
688,64,62,2025-06-01,2999
689,64,62,2025-07-01,2999
690,64,62,2025-08-01,2999
691,64,62,2025-09-01,2999
692,64,62,2025-10-01,2999
693,64,62,2025-11-01,2999
694,64,62,2025-12-01,2999
695,64,62,2026-01-01,2999
696,64,62,2026-02-01,2999
697,64,62,2026-03-01,2999
698,64,62,2026-04-01,2999
699,64,62,2026-05-01,2999
700,64,62,2026-06-01,2999
701,65,63,2025-09-01,2999
702,65,63,2025-10-01,2999
703,65,63,2025-11-01,2999
704,65,63,2025-12-01,2999
705,65,63,2026-01-01,2999
706,65,63,2026-02-01,2999
707,65,63,2026-03-01,2999
708,65,63,2026-04-01,2999
709,65,63,2026-05-01,2999
710,65,63,2026-06-01,2999
711,66,64,2026-04-01,2999
712,66,64,2026-05-01,2999
713,66,64,2026-06-01,2999
714,66,64,2026-07-01,2999
715,66,64,2026-08-01,2999
716,66,64,2026-09-01,2999
717,67,65,2025-07-01,499
718,67,65,2025-08-01,499
719,67,65,2025-09-01,499
720,67,65,2025-10-01,499
721,67,65,2025-11-01,499
722,67,65,2025-12-01,499
723,67,65,2026-01-01,499
724,67,65,2026-02-01,499
725,67,65,2026-03-01,499
726,67,65,2026-04-01,499
727,67,65,2026-05-01,499
728,67,65,2026-06-01,499
729,69,66,2025-05-01,2999
730,69,66,2025-06-01,2999
731,69,66,2025-07-01,2999
732,69,66,2025-08-01,2999
733,69,66,2025-09-01,2999
734,69,66,2025-10-01,2999
735,69,66,2025-11-01,2999
736,69,66,2025-12-01,2999
737,69,66,2026-01-01,2999
738,69,66,2026-02-01,2999
739,69,66,2026-03-01,2999
740,69,66,2026-04-01,2999
741,69,66,2026-05-01,2999
742,69,66,2026-06-01,2999
743,70,67,2025-07-01,2999
744,70,67,2025-08-01,2999
745,70,67,2025-09-01,2999
746,70,67,2025-10-01,2999
747,70,67,2025-11-01,2999
748,70,67,2025-12-01,2999
749,70,67,2026-01-01,2999
750,70,67,2026-02-01,2999
751,70,67,2026-03-01,2999
752,70,67,2026-04-01,2999
753,70,67,2026-05-01,2999
754,70,67,2026-06-01,2999
755,71,68,2024-12-01,2999
756,71,68,2025-01-01,2999
757,71,68,2025-02-01,2999
758,71,68,2025-03-01,2999
759,71,68,2025-04-01,2999
760,71,68,2025-05-01,2999
761,71,68,2025-06-01,2999
762,71,68,2025-07-01,2999
763,71,68,2025-08-01,2999
764,71,68,2025-09-01,2999
765,71,68,2025-10-01,2999
766,71,68,2025-11-01,2999
767,71,68,2025-12-01,2999
768,71,68,2026-01-01,2999
769,71,68,2026-02-01,2999
770,71,68,2026-03-01,2999
771,71,68,2026-04-01,2999
772,71,68,2026-05-01,2999
773,71,68,2026-06-01,2999
774,72,69,2026-04-01,2999
775,72,69,2026-05-01,2999
776,72,69,2026-06-01,2999
777,73,70,2026-01-01,499
778,73,70,2026-02-01,499
779,73,70,2026-03-01,499
780,73,70,2026-04-01,499
781,73,70,2026-05-01,499
782,73,70,2026-06-01,499
783,74,71,2026-03-01,2999
784,74,71,2026-04-01,2999
785,74,71,2026-05-01,2999
786,74,71,2026-06-01,2999
787,75,72,2026-01-01,499
788,75,72,2026-02-01,499
789,75,72,2026-03-01,499
790,75,72,2026-04-01,499
791,75,72,2026-05-01,499
792,75,72,2026-06-01,499
793,76,73,2025-11-01,2999
794,76,73,2025-12-01,2999
795,76,73,2026-01-01,2999
796,76,73,2026-02-01,2999
797,76,73,2026-03-01,2999
798,76,73,2026-04-01,2999
799,76,73,2026-05-01,2999
800,76,73,2026-06-01,2999
801,77,74,2025-03-01,999
802,77,74,2025-04-01,999
803,77,74,2025-05-01,999
804,77,74,2025-06-01,999
805,77,74,2025-07-01,999
806,77,74,2025-08-01,999
807,77,74,2025-09-01,999
808,77,74,2025-10-01,999
809,77,74,2025-11-01,999
810,77,74,2025-12-01,999
811,77,74,2026-01-01,999
812,77,74,2026-02-01,999
813,77,74,2026-03-01,999
814,77,74,2026-04-01,999
815,77,74,2026-05-01,999
816,77,74,2026-06-01,999
817,78,75,2026-02-01,499
818,78,75,2026-03-01,499
819,78,75,2026-04-01,499
820,78,75,2026-05-01,499
821,78,75,2026-06-01,499
822,79,76,2025-08-01,2999
823,79,76,2025-09-01,2999
824,79,76,2025-10-01,2999
825,79,76,2025-11-01,2999
826,79,76,2025-12-01,2999
827,79,76,2026-01-01,2999
828,79,76,2026-02-01,2999
829,79,76,2026-03-01,2999
830,79,76,2026-04-01,2999
831,79,76,2026-05-01,2999
832,79,76,2026-06-01,2999
833,80,77,2025-12-01,999
834,80,77,2026-01-01,999
835,80,77,2026-02-01,999
836,80,77,2026-03-01,999
837,82,78,2024-10-01,999
838,82,78,2024-11-01,999
839,82,78,2024-12-01,999
840,82,78,2025-01-01,999
841,82,78,2025-02-01,999
842,82,78,2025-03-01,999
843,82,78,2025-04-01,999
844,82,78,2025-05-01,999
845,82,78,2025-06-01,999
846,82,78,2025-07-01,999
847,82,78,2025-08-01,999
848,82,78,2025-09-01,999
849,82,78,2025-10-01,999
850,82,78,2025-11-01,999
851,82,78,2025-12-01,999
852,82,78,2026-01-01,999
853,82,78,2026-02-01,999
854,82,78,2026-03-01,999
855,82,78,2026-04-01,999
856,82,78,2026-05-01,999
857,82,78,2026-06-01,999
858,83,79,2026-01-01,499
859,83,79,2026-02-01,499
860,83,79,2026-03-01,499
861,83,79,2026-04-01,499
862,83,79,2026-05-01,499
863,83,79,2026-06-01,499
864,84,80,2025-06-01,999
865,84,80,2025-07-01,999
866,84,80,2025-08-01,999
867,84,80,2025-09-01,999
868,84,80,2025-10-01,999
869,84,80,2025-11-01,999
870,84,80,2025-12-01,999
871,84,80,2026-01-01,999
872,84,80,2026-02-01,999
873,84,80,2026-03-01,999
874,84,80,2026-04-01,999
875,84,80,2026-05-01,999
876,84,80,2026-06-01,999
877,85,81,2026-02-01,999
878,85,81,2026-03-01,999
879,85,81,2026-04-01,999
880,85,81,2026-05-01,999
881,85,81,2026-06-01,999
882,86,82,2025-09-01,2999
883,86,82,2025-10-01,2999
884,86,82,2025-11-01,2999
885,86,82,2025-12-01,2999
886,86,82,2026-01-01,2999
887,86,82,2026-02-01,2999
888,86,82,2026-03-01,2999
889,86,82,2026-04-01,2999
890,86,82,2026-05-01,2999
891,86,82,2026-06-01,2999
892,87,83,2026-05-01,999
893,87,83,2026-06-01,999
894,88,84,2024-09-01,999
895,88,84,2024-10-01,999
896,88,84,2024-11-01,999
897,88,84,2024-12-01,999
898,88,84,2025-01-01,999
899,88,84,2025-02-01,999
900,88,84,2025-03-01,999
901,88,84,2025-04-01,999
902,88,84,2025-05-01,999
903,88,84,2025-06-01,999
904,88,84,2025-07-01,999
